kalimat;tag_bipolar;tag_depresi;tag_insomnia;tag_kecemasan;tag_skizofrenia
saya usia 21 tahun 2 hari yang lalu saya mengalami sakit pinggang luar biasa dan sakit kepala yang sangat sangat sakit sehingga bergerak sedikit lansung sakit sebelum merasakan sakit itu saya sering begadang hingga habis sholat subuh saya mengalami insomnia paginya saya diare ditambah aktivitas besoknya terkena hujan deras hingga basah basahan di motor dan saya sadar ini penyebab sakit pinggang luar biasa dan kepala saya yang menjadi jadi hingga saya menjadi susah tidur malamnya saya kesakitan luar biasa dan tidak nafsu makan sama sekali sulit untuk sholat berdiri lurus karena pinggang karena keluhan ini saya memutuskan berobat besoknya ke dokter saya menderita darah rendah kencing saya tidak berwarna kencing saya tidak sakit hanya sering kembung dan masuk angin lalu kondisi saya sudah mulai membaik dengan obat dokter lalu hari ini saya tidur terlembat jam 1 lalu sehabis subuh tidak tidur lagi saya baru tidur jam 9 saya lupa minum obat pagi bangun bangun badan saya sudah lemas pegal malamnya sehabis mahgrib saya putuskan istirahat bangunnya suhu tubuh saya lansung naik jadi 37 3 saya benar benar sakit kepala saya benar benar bingung jika kondisi apa yang harus saya lakukan ya apakah saya harus segera ke ugd atau kembali periksa ke dokter lagi atau ini memang kesalahan saya yang masih bergadang dan lupa minum obat terimakasih bantuannya mohon saran dan bantuannya agar insomnia saya ini cepat hilang dan tumbuh kembali fit saya tidak batuk tidak pilek tidak sesak napas hanya sariawan sejak 5 hari yang;0;0;1;0;0
saya wanita 24 tahun sudah kurang lebih 2 minggu ini saya susah tidur berawal dari nyeri perut yang bersangatan setelah nyeri berkurng saya malah tidak bisa tidur malam dengan tenang dan kalau sudah terbngun malam sngat sulit untuk tidur lagi saya juga merasa sangat lelah kadang pusing dan nyeri perut saya tiba kumat benar sangat tidak nyamn aplg beberapa hari ini yang benar sulit sekali untuk;0;0;1;0;0
sebleum nya terima kasih saya umur 22 tahun beberapa bulan ini saya mengalami seperti sres yang tidak bisa di jelaskan tidak bisa mengendalikan emosi suasana hati didominasi kesedihan merasa putus asa beberapa kali ada keinginan saya ingin bunuh diri hari hari saya terlihat membosankan kalo mau saya mau cerita tidak ada seorang pun yang mengerti suasana hati saya baik itu pun orang tua saya saya merasa sangat putus asa di dalam diri saya seperti tidak saya saya mau nya kehidupan yang seperti dulu apakah ini salah satu depresi dan bagaimana penanganan nya kalo betul saya mengalami depresi terima kasih;0;1;0;0;0
sejak saya masih kecil saya mengalami kekerasan di keluarga saya saat saya masih kecil saya dilarang bermain di luar dibentak dipukul dan sejak saya masih bayi orang tua saya memberikan saya kepada nenek saya saya bahkan belum tau bagaimana rasanya kasih sayang orang tua saat saya kelas 3 sd orang tua saya memutuskan bercerai di saat itu saya masih belum merasakan kasih sayang mereka saya iri dengan kedua kakak syaa yang dapat merasakan kasih sayang bahkan saat saya sakit orang tua saya tidak pernah menjenguk saya saya sakit karena merindukan orang tua saya saya mempunyai pikiran apa saya anak yang tidak di inginkan mengapa mereka begitu kejam dengan saya mengambil masa kecil saya melihat teman saya yang selalu bersama orang tua mereka saya iri melihatnya bahkan saat saya di perlakukan kasar oleh nenek dan kakek saya orang tua saya tidak datang menemui saya saat saya ulang tahun saya ingin dirayakan tetapi orang tua saya tidak datang mengucapkan  ulang tahun untuk saya melainkan mereka hanya mengirim hadiah saja bahkan saya saat masih tak saya mempunyai niat untuk bunuh diri kabur dari rumah saat orang tua saya menemui saya mereka mengatakan saya anak manja nakal apa salah saya saya hanya ingin mendapatkan kasih sayang orang tua kejadian di masa kecil saya sering membuat saya menangis di malam hari nenek saya selalu membangunkan saya karena melihat syaa menangis setiap malam saya terkena gangguan mental dan fisik tidak ada yang peduli dengan saya sejak saya masih kecil saya memendam semua rasa sedih ini sendirian sejak masih kecil dan saya mempunyai adik dimana dia selalu mendapatkan kasih sayang orang tua bahkan nenek dan kakek saya kenapa saya diperlakukan tidak adil sampai ibu saya kedua kakak saya tinggal bersama saya di rumah nenek saya pikir kita akan hidup bahagia ternyata tidak kakak dan ibu syaa juga memperlakukan saya dengan kasar kakak saya sering menjadikan saya sebagai pembantu dan seluruh isi rumah hanya diam jika saya tidam menuruti kemauan ibu kakak nenek saya saya kena marah hinaan kata kata yang membuat mental saya terganggu sejak saat itu saya menjadi pemberontak mereka keluarga saya sering memarahi saya memukul saya hinaan kata kata bahkan bude saya juga memukuli saya dan ibu saya hanya diam melihat hidup saya tidak tenang setiap malam saya sering menangis bahkan saya pernah melakukan coba bunuh diri saya tidak kuat dengan semua ini teman teman saya juga membully saya sejak saya masih sd hingga sampai tidak ada yang bisa saya percaya saya tidak punya sahabat saya sakit dipukuli dihina dibully menangis marah tidak ada yang peduli saya hidup dimana saya tidak diharapkan oleh keluarga dan teman saya bagaimana mengatasi rasa sedih ini selama saya masih kecil hingga sekarang saya sering menangis di malam hari sejak saya masih kecil hingga sekarang kepala saya sering merasa sakit setiap malam saya sering susah tidur badan saya sering sakit di malam hari padahal saya tidak melakukan apa apa mudah marah dan;0;1;0;0;0
 malam belakangan ini saya selalu mudah merasakan swing mood dan membuat saya melakukan hal buruk untuk melampiaskan nya seperti berteriak merokok atau mengkonsumsi obat saya tidak mengerti apakah saya menderita bipolar tapi saya mudah merasa tertekan dan;1;0;0;0;0
 malam saya mau tanya saya ini punya trauma yang parah lalu sudah pernah hampir melakukan suicide sebanyak 2 kali tapi saya malah takut untuk melakukan self harm seperti cutting dll apakah itu normal;0;1;0;0;0
 pagi beberapa waktu lalu saya berkonsultasi dengan dokter umum soal keluhan saya dan ternyata saya didiagnosa ptsd dengan gejala negatif insomnia dan dokter mengatakan bahwa saya perlu konsultasi lanjutan ke siapa kjtapi saya merasa kurang percaya diri jika harus berhubungan dengan psikiater apa ada obat tertentu atau cara tertentu untuk menyembuhkan ptsd terimakasih;0;0;1;0;0
 pagi saya mau bertanya saya punya sauadara dia merusak barang didekatnya saat dia marah dan cenderung melakukan hal hal yang merugikan orang lain apakah hal tersebut ada kaitannya dengan gangguan jiwa terimakasih;1;0;0;0;0
 pagi begini saya memang enggak suka banget sama cicak tapi tadi pas tidur dan rasanya antara mau bangun begitu kayak ada yang jatuh ke muka saya dan pas saya pegang terus reflek begitu saya buang sekilas kayak cicak tapi saya kemanapun enggak ada buat mastiin benar apa gaknya jadi saya mau tanya kalo pas bangun tidur itu ada enggak gangguan psikis yang terjadi atau kayak hayalan tapi terasa sekali saya pegang soalnya saya enggak suka cicak dan enggak mau dia jatuh ke saya begitu terima;0;0;0;0;1
 siang saya olivia usia 22tahun akhir2 ini saya alami gangguan jam tidur yang tidak teratur setia kali mau tidur di malam hari gelisah kurang nyaman kadang suka mondar mandir di tengah malam pikiran saya tidak tahu berpikir seperti apa kadang juga berbicara sendiri biasanya untuk alihkan saya dengarkan musik penghantar tidur tapi tidak mempan hingga pagi jam 5 saya baru nyaman untuk tidur selain itu nafsu makan saya tidak beraturan kadang mau makan kadang tidak makan emosi saya terus nge stuck jika saya rasa sedih akan terus sedih berhari hari dan membuat overthinking dan parahnya saya menangis tiba tiba tanpa saya sadari saya tidak ada memiliki rasa takut dengan siapapun yang saya rasakan hanya ketakutan pada diri saya sendiri serta terbayang hal baik maupun buruk mengapa bisa terjadi seperti itu apakah saya orang normal tlong pnjelasannya lalu upaya apa yang bisa saya lakukan thankyou;1;1;0;0;0
 siang saya ingin bertanya kalo wanita usia diatas 35 tahun mengalami depresi baru 1minggu dengan kalo berbicara seperti orang gagu kalau buang air besar atau kecil dia selalu ditempat didalam kamar sampai harus di pakaikan pempers untuk orang dewasa tapi dia mengenal ke suaminya tapi ke orang lain tidak itu saja pertanyaan nya terimakasih;0;1;0;0;0
setelah terpapar covid gejala ringan dan sekarang sudah tidak ada gejala saya jadi insomnia bagaimana cara ngatasinnya soalnya kepala jadi panas dan pusing karena terjaga terus tiap malam dan saya punya gerd anxiety;0;0;1;0;0
sudah seminggu ini saya menangis lebih dari 25kli dada saya sesak kepala saya sakit saya merasa depresi saya merasa sangat lelah saya sangat ingin tidur dengan tenang karena saya juga memiliki gangguan tidur kepala saya sangat sakit saya suka menangis tanpa alasan tidak fokus nafsu makan sangat tidak bagus saya sering flashback kejadian masalalu saya dan itu semakin membuat saya menangis saya sangat ingin teriak namun tidak bisa saya harus apa saya ingin kepsikolog tapi saya masih pelajar uang saya sangat terbatas;0;1;0;0;0
saya adalah remaja berumur 18 tahun saya mau cerita diumur saya yang sekarang kenapa saya sering sekai tidak bisa mengontrol emosi saya sampai sampai saya hampir melukai badan saya sendiri terus saya suka sekali tiba tiba melamun enggak jelas terus suka saut sautan sama jiwa saya senrii seperti ada orang lain dibadan saya dk saya bingung terkadang saya bisa merasa sangat tidak ingin hidup seperti saya tidak punya semangat sama sekali untuk hidup saya sangat suka dengan kekerasan begitu makanya terkadang saya tidak sadar juga kalau saya melakukan hal tersebut kepada orang lain dan saya paling tidak suka ada hal penolakan itu bisa mmebuat saya marah dan juga saya sangat egois dalam sega hal dan saya seperti caper sama orang lain sekan saya ingin dikaisih perhatian kira kira saya mengalami apa ya apa gara gara dari waktu saya kecil saya selau dapat kekerasan ya itu juga karena ayah saya adaah seorang militer dan saya didikin seperti militer jadi harus tahan bantiing saya bingung kenapa saya seperti bukan perempuan pada normalnya terima;1;0;0;0;0
umur saya 21 tahun 3 5 tahun yang lalu bapak saya meninggal dunia semenjak saat itu insomnia saya semakin parah padahal siang saya jarang tidur karena pada saat itu saya masih bersekolah dan sampai sekarang saya sudah bekerja pun mash kesulitan untuk tidur berat badan berkurang drastis ada cemas yang berlebihan pernah suatu saat saya merasa sedih sekali sampai berpikir untuk bunuh diri sayang sering sakit kepala juga telinga berdenging saya kehilangan fokus dan terkadang seperti orang linglung perubahan mood secara tiba tiba terkadang saya merasa senang sekali bahkan sampai sedih sekali hanya berdiam diri dan menangis di kamar karena kebetulan saya bekerja dan jauh dari keluarga apakah saya ini terkena gangguan mental kah;0;0;1;0;0
umur saya 22 tahun sejak saya menikah dan mempunyai anak saya sering tidak bisa mengontrol emosi seperti saat saya sedih itu akan berkepanjangan sampai seminggu sehingga saya mengalami sakit kepala yang sangat sakit terganggu nya jam tidur pola makan dan keinginan mengakhiri hidup dan perilaku seperti ini mash saya rasakan sampai sekarang apa ini termasuk depresi bagaimana cara;0;1;0;0;0
saya orangnya susah tidur tiap malam bahkan sampai jam 2 dini hari mata masih belum ngantuk juga padahal mata saya sudah agak perih dan akibatnya kepala saya agak pusing tapi siang hari saya ngantuk sekali walau sebenarnya saya tidak suka tidur siang tapi rasanya ngantuk sekali dan tak tertahankan sehingga mengharuskan saya untuk tidur kira-kira apa solusi dari permasalahan saya itu terus apakah ada obat yang bisa saya digunakan untuk mengatasinya;0;0;1;0;0
saya berumur 15 tahun dan ingin bertanya mengapa kadang saya banyak berbicara sendiri dan tertawa dengan candaan saya sendiri saya juga sering membuat teman teman saya tertawa tapi terkadang saya juga sering terdiam dan tidak mau diajak bicara oleh siapapun saya sendiri juga tidak tau mengapa saya begini kadang bila teman saya bertanya saya akan menjawab dengan gerakan tubuh atau dengan catatan pesan terkadang saya juga sering menangis dikala sendiri dan terkadang saya juga sering berbicara dengan cermin apakah saya terkena gangguan jiwa atau semacamnya;1;0;0;0;0
saya ingin bertanya saya usia 25 dan tahun lalu saya di vonis memiliki depresi berat lalu saya sering merasakan sesak gemetar dan sering menangis pada saat bersamaandan itu berlangsung hampir sering hingga saya juga melakukan self harm ketika saya merasakan sesak apakah itu efek lain dari depresi yang saya derita atau ada gejala lain ya mohon pencerahannya;0;1;0;0;0
saya mau tanya dua tahun ini saya mengalami gangguan tidur saya juga sering merasa sedih putus asa tidak percaya diri kehilangan minat pada hobi saya gangguan pencernaan dan mual apa benar saya depresi jika iya apa yang harus saya lakukan sekian;0;1;0;0;0
saya punya teman yang didiagnosis mengidap penyakit bipolar dan saya ingin sekali membantunya untuk sembuh atau mencegahnya tapi saya bagaimana saya;1;0;0;0;0
saya merasa akhir akhir ini selalu sedih murung dan tidak semangat dalam segala hal saya sudah mencoba berolahraga tetapi ketika saya dirumah saya kembali merasa sedih murung dan tidak semangat saya selalu menghindari orang tua saya karena rasanya selalu negatif ketika dekat dengan mereka kadang terbesit dipikiran saya untuk melukai diri atau bunuh diri apa yang harus saya lakukan ya atau adakah obat yang dapat meringankan depresi saya;0;1;0;0;0
saya perempuan usia 22 tahun saat ini saya sedang kuliah dan sedang mengerjakan skripsi beberapa bulan ke belakang saya sering merasa depresi awalnya saya mengira karena tanggung jawab kuliah saya makin banyak di semester akhir sehingga membuat pikiran saya kewalahan tapi setelah itu saya mencoba mencari tahu lagi ternyata penyebab saya sering depresi adalah setelah saya tau kalo saya memendam perasaan dengan teman kampus saya sejak saat itu pikiran saya selalu tertuju sama teman saya mulai bagaimana caranya biar dia nyaman dan enggak marah sama saya contohnya saya mengerjakan tugas dia mau disuruh suruh juga tapi setelah itu saya sadar saya seperti di peralat tapi saya mau melakukan terus sekiranya dia nyaman sama saya walaupun sebenarnya dia baik orangnya dari situ saya sering menangis dan terkadang enggak bisa mengontrol emosi hingga berdampak pada aktivitas sehari hari saya kaya enggak mau makan enggak bisa fokus berdiam diri enggak mau ngapa mengapai akhir akhir boleh di bilang setiap hari saya mimpiin dia apa ya yang bisa saya lakukan agar saya enggak kalut sama perasaan saya terima;0;1;0;0;0
saya ingin bertanya beberapa hal tentang kepribadian saya yang ini dapat berubah ubah tanpa saya sadari saya merasa ada 2 lebih kepribadian yang saya miliki saya banyak mengalami truama depresi hingga delusi trauma yang saya alami waktu kecil merupakan tindakan kekerasan bullying dan sebgainya depresi yang saya alami di sebabkan oleh perkataan orangtua yang terlalu menyakitkan di hati bagi saya membuat saya depresi frustasi akan omongan mereka dan delusi yang saya alami nyata keadaan orang yang enggak tau ia dmntolong beri keterangan dan penjelasan tentang penyakit yang saya alami;0;1;0;0;0
saya ole berumur 21 tahun saya ingin menanyakan perihal masalah penyakit mental saya saya tahu ini akan panjang tapi saya mohon saya tidak hanya curhat semata saya berusaha menjelaskan secara rinci setiap munculnya gangguan mental saya saya sudah berkonsultasi kebeberapa dokter dan psikiater secara online karena sesi terbatas mereka hanya mendiagnosa gejala mental saya ketika muncul dan ini penjelasan lengkapnya sejak kecil saya memiliki kepribadian sanguinis iya seperti saya anak yang ceria senang berbicara mudah beradaptasi dengan lingkungan ramah dengan semua orang saya juga humoris banget dan mudah bergaul sejak kecil hingga sekarang pun saya masih seperti ini saya tidak memiliki kesulitan dengan hal diatas sejak saya umur 5 tahun 15 tahun 2014 banyak sekali kejadian buruk yang menimpa saya seperti mengalami pelecehan sexual dari orang dewasa pedophile perceraian kedua orang tua saya mengalami bullying di lingkungan sekolah atau rumah setiap saya sedang mendapatkan deretan kejadian diatas saya selalu menjadi anak yang pendiam alias tidak menceritakannya kepada siapa-siapa dan kembali menjadi anak yang sanguinis ceria kembali kemudian diumur saya yang 15tahun 2014 19 tahun 2018 saya mendapatkan kejadian buruk lagi seperti hubungan buruk antara ibu dan ayah tiri saya diledek teman karena masalah fisik mereka selalu beranggapan ini hanya bercanda dan menjadi pusat perhatian yang berakibat saya sering diikuti orang stalker pelecehan sexual saya masih tetap menjadi anak yang sanguinis bahkan semua rentetan kejadian saya sejak kecil ini tidak mempengaruhi saya dalam bidang akademik saya selalu masuk 4 besar sejak sd smk tapi sejak awal hubungan buruk ayah tiri saya dan ibu saya mulai muncul kejadian seperti cemas marah kesal sedih panik badan gemetar hebat saya sering terkena gejala seperti itu bahkan tiba tiba tanpa alasan periode itu selalu berlangsung selama 4 7 hari pernah lebih dari 2 minggu 1bulan saya akan menjauhi diri dari lingkungan saya baik disekolah rumah ataupun sosial media akan saya hapus semuanya sampai saya kembali menjadi anak yang ceria lagi sanguinis dan kejadian mental ini selalu terjadi berulang ulang sampai saya mulai kehilangan minat hidup saya hobby saya bahkan saya tidak memikirkan masa depan lagi saya memiliki insomnia berat bahkan sering kaget dan bangun berkali2 bahkan tidak bisa tidur berhari hari saya melakukan kegiatan tanpa memikirkan apapun sampai di umur 17tahun 2017 saya mulai memukan hobby saya kembali yaitu menggambar dan bekerja menjadi freelance illustrator karena kepribadian sanguinis saya saya memiliki banyak sekali teman bahkan 80 klien saya berasal dari negara lain dan saya tidak memiliki masalah berhadapan dengan mereka dan itu membuat saya memiliki banyak job dan saya senang dengan itu sampai kemudian saya mengalami gangguan mental saya saya merasakan cemas marah panik gelisah sedih gemetar hebat hingga saya tidak ingin menggambar lagi saya menghapus semua akun sosial media saya saya menjauhi semua teman saya saya mencancel semua pekerjaan saya bahkan saya membuat keputusan berhenti dari pekerjaan itu tapi setelah saya sadar dengan apa yang saya lakukan diatas saya mengalami gangguan mental itu kembali karena saya sudah menghancurkan karir saya karir yang saya bangun dan membuat saya senang kemudian saya melakukan berbagai meditasi mulai menjauhi orang yang memberikan efek negatif mendengarkan musik yang saya sukai pergi ketempat yang saya senangi mulai bercerita dengan teman yang bisa saya percaya saya melakukan berbagai cara untuk membuat saya lebih baik sampai akhirnya saya mulai membuat akun media sosial yang baru mencari teman baru relasi yang baru membangun karir saya di dunia freelance illustrator dari awal kembali karena sifat saya yang sanguinis ini saya tidak memiliki masalah memulai ini sama seperti sebelumnya saya memiliki banyak job dan lainnya dan gangguan mental saya itu datang kembali saya mulai melakukan hal yang sama tidak ingin menggambar lagi saya menghapus semua akun sosial media saya saya menjauhi semua teman saya saya mencancel semua pekerjaan saya bahkan saya membuat keputusan berhenti dari pekerjaan itu dan ketika saya sadar lagi atas apa yang saya lakukan saya akan mengalami gangguan mental lagi karena lagi2 saya menghancurkan karir dan pertemanan saya ini terjadi sampai detik ini saya sudah 5x berganti platform pekerjaan freelance illustrator dan saya tidak ingat sudah berapa akun yang saya hapus dan buat lagi ini juga berlaku dengan hubungan teman saya atau percintaan saya seperti saya menjadi panik gelisah marah dan gemetar kemudian membuat keputusan tanpa sadar dan ketika sadar saya akan mengalami gangguan kembali saya tidak tahu apakah saya labil atau impulsive saya sering mengalami gangguan ini tanpa pemicu saya sering juga mengalami gangguan dipuncak tersedih dan kemudian saya akan tertawa2 setelahnya dan kembali ceria saya sering sekali mengalami ini perubahan sanguinis menjadi sangat sedih marah panik dan gemetar kemudian tertawa dan normal kembali saya sudah tidak ragu lagi berkata ingin mati didepan ibu saya saya juga terkadang merasa asing dengan wajah saya ketika saya bercermin saya tidak mengenali bahwa itu adalah saya saya sudah melakukan metode segala cara untuk diri saya sendiri karena pada dasarnya saya anak yang sanguinis dan sangat ceria tapi setiap gangguan mental itu benar membuat saya menjadi pribadi yang lain berlawanan saya sudah berkonsultasi dengan beberapa dokter umum dan psikiater di masa pandemik ini secara online karena sesi nya terbatas saya hanya bisa memberitahu gejala mental yang saya alami ketika gangguan itu muncul mereka mendiagnosa saya mengalami episode depresi dan saya belum memberitahu kepribadian saya secara normal yaitu saya anak yang berlawanan alias kepribadian sanguinis jika dokter ingin tahu kemarin saya mengalami gangguan mental ini dan ketika saya mengetik ini saya sudah memiliki perasaan yang bahagia dan ceria seperti biasa semua itu terjadi tanpa alasan bebrapa teman dekat saya berkata saya depresi dan kebanyakan dari mereka bilang saya bipolar karena saya anak yang tertawa ceria dan sering menghilang tiba-tiba dan kembali seperti ceria lagi dan menurut dokter apa jenis penyakit mental saya karena ini di masa pandemik apakah saya harus segera ke psikiater atau saya bisa kesana kapan saja nanti tapi jika saya menunda kemungkinan saya bisa melakukan hal-hal lain diluar nalar sayaterima kasih dokter;1;0;0;0;0
